Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,AvgH,AvgD,AvgA,PSH,PSD,PSA
E0,11/09/2021,15:00,Man United,Newcastle,4,1,H,21,12,7,3,1.18,7.5,15,1.2,7.27,14.77,1.19,7.56,16.42
E0,11/09/2021,15:00,Southampton,West Ham,0,0,D,11,13,3,3,2.9,3.5,2.4,2.89,3.46,2.47,2.93,3.48,2.54
E0,11/09/2021,15:00,Watford,Wolves,0,2,A,6,14,2,5,3.4,3.2,2.25,3.36,3.19,2.33,3.47,3.22,2.36
E0,11/09/2021,17:30,Chelsea,Aston Villa,3,0,H,12,18,4,6,1.28,5.5,11,1.3,5.46,11.28,1.31,5.51,12.17
E0,12/09/2021,16:30,Leeds,Liverpool,0,3,A,9,30,4,9,4.33,4,1.75,4.34,4.05,1.78,4.54,4.15,1.78
E0,13/09/2021,20:00,Everton,Burnley,3,1,H,14,11,6,6,1.7,3.75,5,1.75,3.71,5.01,1.74,3.83,5.35
E0,17/09/2021,20:00,Newcastle,Leeds,1,1,D,17,22,7,9,3,3.6,2.3,3.01,3.62,2.33,3.05,3.69,2.36
E0,18/09/2021,12:30,Wolves,Brentford,0,2,A,11,9,0,3,1.83,3.25,5,1.9,3.27,4.83,1.93,3.3,4.98
E0,18/09/2021,15:00,Burnley,Arsenal,0,1,A,18,13,3,3,3.8,3.6,1.95,3.82,3.5,2.03,3.87,3.57,2.06
E0,18/09/2021,15:00,Liverpool,Crystal Palace,3,0,H,25,13,10,2,1.2,7,13,1.22,6.84,14.04,1.22,6.87,15.6
E0,18/09/2021,15:00,Man City,Southampton,0,0,D,18,10,1,2,1.12,9.5,17,1.15,8.46,18.55,1.16,8.48,19.72
E0,18/09/2021,15:00,Norwich,Watford,1,3,A,12,12,5,8,2.15,3.3,3.5,2.18,3.39,3.47,2.21,3.48,3.53
E0,18/09/2021,17:30,Aston Villa,Everton,3,0,H,15,11,3,1,2.4,3.3,3,2.4,3.36,3.06,2.42,3.44,3.15
E0,19/09/2021,14:00,Brighton,Leicester,2,1,H,12,14,5,3,2.7,3.2,2.75,2.75,3.23,2.73,2.83,3.25,2.77
E0,19/09/2021,14:00,West Ham,Man United,1,2,A,13,17,4,10,4.33,4,1.75,4.51,3.9,1.78,4.69,3.9,1.81
E0,19/09/2021,16:30,Tottenham,Chelsea,0,3,A,8,20,2,10,5,3.8,1.7,4.89,3.83,1.74,4.98,4.02,1.74
E0,25/09/2021,12:30,Chelsea,Man City,0,1,A,5,15,0,4,2.62,3.2,2.75,2.66,3.26,2.79,2.74,3.3,2.83
E0,25/09/2021,12:30,Man United,Aston Villa,0,1,A,28,7,4,3,1.36,5.25,8,1.4,5.08,7.84,1.41,5.12,8.13
E0,25/09/2021,15:00,Everton,Norwich,2,0,H,11,10,4,2,1.61,3.8,5.75,1.63,3.86,5.96,1.65,3.91,6.09
E0,25/09/2021,15:00,Leeds,West Ham,1,2,A,15,20,5,7,3,3.6,2.25,3.04,3.67,2.29,3.17,3.73,2.28
E0,25/09/2021,15:00,Leicester,Burnley,2,2,D,22,9,5,3,1.57,4,6,1.59,4.05,6.12,1.6,4.09,6.37
E0,25/09/2021,15:00,Watford,Newcastle,1,1,D,15,20,4,6,2.2,3.4,3.3,2.27,3.37,3.32,2.26,3.42,3.47
E0,25/09/2021,17:30,Brentford,Liverpool,3,3,D,12,16,4,6,7,4.5,1.45,6.96,4.48,1.49,7.48,4.51,1.49
E0,26/09/2021,14:00,Southampton,Wolves,0,1,A,18,5,6,3,2.62,3.2,2.8,2.65,3.24,2.83,2.7,3.27,2.89
E0,26/09/2021,16:30,Arsenal,Tottenham,3,1,H,12,10,7,4,2.15,3.3,3.5,2.28,3.31,3.35,2.29,3.3,3.54
E0,27/09/2021,20:00,Crystal Palace,Brighton,1,1,D,8,8,3,4,3.1,3.2,2.45,3.04,3.15,2.54,3.14,3.21,2.56
E0,02/10/2021,12:30,Man United,Everton,1,1,D,13,12,6,2,1.45,4.33,7.5,1.5,4.38,7.08,1.51,4.37,7.59
E0,02/10/2021,15:00,Burnley,Norwich,0,0,D,14,10,4,2,1.85,3.6,4.33,1.88,3.61,4.33,1.9,3.69,4.42
E0,02/10/2021,15:00,Chelsea,Southampton,3,1,H,20,6,9,2,1.36,4.75,9,1.38,4.9,8.92,1.4,4.91,9.22
E0,02/10/2021,15:00,Leeds,Watford,1,0,H,20,5,4,1,1.7,4,4.75,1.76,3.9,4.63,1.78,3.96,4.8
E0,02/10/2021,15:00,Wolves,Newcastle,2,1,H,7,8,3,2,1.61,4.2,5.25,1.69,4,5.02,1.72,4.06,5.06
E0,02/10/2021,17:30,Brighton,Arsenal,0,0,D,21,8,2,2,3,3.25,2.4,3.05,3.22,2.5,3.16,3.2,2.54
E0,03/10/2021,14:00,Crystal Palace,Leicester,2,2,D,18,9,4,5,3.1,3.4,2.3,3.11,3.41,2.36,3.17,3.44,2.41
E0,03/10/2021,14:00,Tottenham,Aston Villa,2,1,H,17,14,8,3,2.1,3.6,3.4,2.12,3.53,3.5,2.13,3.61,3.64
E0,03/10/2021,14:00,West Ham,Brentford,1,2,A,18,13,5,6,1.75,3.75,4.75,1.82,3.62,4.67,1.84,3.65,4.82
E0,03/10/2021,16:30,Liverpool,Man City,2,2,D,6,12,4,3,2.87,3.5,2.4,2.9,3.53,2.43,2.99,3.55,2.46
E0,16/10/2021,12:30,Watford,Liverpool,0,5,A,6,19,2,8,8.5,5.5,1.33,8.67,5.33,1.36,9.43,5.49,1.36
E0,16/10/2021,15:00,Aston Villa,Wolves,2,3,A,14,9,5,4,2.15,3.25,3.5,2.25,3.28,3.42,2.32,3.31,3.47
E0,16/10/2021,15:00,Leicester,Man United,4,2,H,22,18,11,6,3.5,3.6,2.05,3.49,3.59,2.1,3.56,3.68,2.13
E0,16/10/2021,15:00,Man City,Burnley,2,0,H,15,7,6,2,1.12,9,19,1.12,9.47,22.12,1.13,9.94,24.65
E0,16/10/2021,15:00,Norwich,Brighton,0,0,D,15,11,3,3,3.6,3.4,2.1,3.67,3.34,2.13,3.77,3.41,2.16
E0,16/10/2021,15:00,Southampton,Leeds,1,0,H,19,3,5,0,2.3,3.5,3,2.4,3.52,2.93,2.44,3.58,3.01
E0,16/10/2021,17:30,Brentford,Chelsea,0,1,A,17,5,7,1,6.5,3.8,1.57,6.37,3.84,1.6,6.69,3.92,1.61
E0,17/10/2021,14:00,Everton,West Ham,0,1,A,15,16,2,4,2.5,3.4,2.8,2.52,3.35,2.89,2.57,3.37,2.98
E0,17/10/2021,16:30,Newcastle,Tottenham,2,3,A,7,14,1,4,3.5,3.6,2.05,3.51,3.58,2.09,3.57,3.66,2.13
E0,18/10/2021,20:00,Arsenal,Crystal Palace,2,2,D,17,9,6,6,1.6,3.8,6,1.65,3.87,5.65,1.66,3.94,5.91
E0,22/10/2021,20:00,Arsenal,Aston Villa,3,1,H,22,10,9,4,1.83,3.75,4.2,1.91,3.73,4.05,1.92,3.77,4.22
E0,23/10/2021,12:30,Chelsea,Norwich,7,0,H,23,3,13,1,1.18,7,15,1.19,7.07,17.21,1.19,7.28,19.32
E0,23/10/2021,15:00,Crystal Palace,Newcastle,1,1,D,15,6,3,2,1.9,3.6,4,1.97,3.61,3.88,1.99,3.7,3.98
E0,23/10/2021,15:00,Everton,Watford,2,5,A,15,20,4,8,1.65,3.8,5.5,1.67,3.86,5.49,1.68,3.88,5.79
E0,23/10/2021,15:00,Leeds,Wolves,1,1,D,18,8,4,4,2.4,3.4,2.87,2.57,3.37,2.79,2.67,3.46,2.79
E0,23/10/2021,15:00,Southampton,Burnley,2,2,D,16,9,4,5,1.95,3.5,3.9,2,3.54,3.87,2.02,3.63,3.98
E0,23/10/2021,17:30,Brighton,Man City,1,4,A,10,23,5,14,8,4.75,1.4,7.71,4.77,1.42,7.66,4.79,1.46
E0,24/10/2021,14:00,Brentford,Leicester,1,2,A,15,10,5,6,2.62,3.3,2.7,2.63,3.39,2.72,2.66,3.47,2.79
E0,24/10/2021,14:00,West Ham,Tottenham,1,0,H,13,7,4,4,2.3,3.5,3,2.35,3.49,3.01,2.32,3.54,3.23
E0,24/10/2021,16:30,Man United,Liverpool,0,5,A,12,19,4,8,3.1,3.6,2.2,3.06,3.66,2.27,3.15,3.73,2.29
E0,30/10/2021,12:30,Leicester,Arsenal,0,2,A,16,9,8,5,2.4,3.5,2.87,2.47,3.47,2.87,2.52,3.49,2.95
E0,30/10/2021,15:00,Burnley,Brentford,3,1,H,15,12,6,5,2.6,3.3,2.75,2.66,3.24,2.78,2.73,3.31,2.84
E0,30/10/2021,15:00,Liverpool,Brighton,2,2,D,14,9,3,6,1.22,6.5,13,1.24,6.49,12.11,1.25,6.92,11.52
E0,30/10/2021,15:00,Man City,Crystal Palace,0,2,A,14,8,3,3,1.14,8,19,1.16,8.13,18.61,1.15,8.94,22.14
E0,30/10/2021,15:00,Newcastle,Chelsea,0,3,A,6,19,1,6,8.5,5,1.36,8.63,4.91,1.38,9.28,4.96,1.4
E0,30/10/2021,15:00,Watford,Southampton,0,1,A,10,12,4,1,3.2,3.3,2.3,3.12,3.37,2.35,3.22,3.4,2.39
E0,30/10/2021,17:30,Tottenham,Man United,0,3,A,9,10,0,4,2.87,3.6,2.37,2.93,3.57,2.37,3.04,3.66,2.38
E0,31/10/2021,14:00,Norwich,Leeds,1,2,A,14,13,3,6,3.4,3.5,2.1,3.44,3.6,2.11,3.58,3.7,2.11
E0,31/10/2021,16:30,Aston Villa,West Ham,1,4,A,9,21,3,9,2.8,3.5,2.45,2.83,3.5,2.48,2.86,3.58,2.54
E0,01/11/2021,20:00,Wolves,Everton,2,1,H,10,14,4,5,2.2,3.2,3.5,2.24,3.28,3.39,2.27,3.4,3.47
E0,05/11/2021,20:00,Southampton,Aston Villa,1,0,H,9,14,3,3,1.95,3.6,3.75,2.02,3.66,3.68,2.04,3.71,3.79
E0,06/11/2021,12:30,Man United,Man City,0,2,A,5,16,1,5,4.75,4,1.7,4.69,4.09,1.72,4.84,4.16,1.74
E0,06/11/2021,15:00,Brentford,Norwich,1,2,A,19,9,7,5,1.6,4,5.75,1.63,3.92,5.8,1.63,4.05,6.06
E0,06/11/2021,15:00,Chelsea,Burnley,1,1,D,25,5,4,2,1.25,6,12,1.26,5.94,12.51,1.27,6.08,13.48
E0,06/11/2021,15:00,Crystal Palace,Wolves,2,0,H,13,4,6,2,2.45,3.2,3,2.5,3.15,3.08,2.56,3.17,3.17
E0,06/11/2021,17:30,Brighton,Newcastle,1,1,D,14,6,5,1,1.57,3.9,6,1.62,3.99,5.76,1.63,4.11,6.04
E0,07/11/2021,14:00,Arsenal,Watford,1,0,H,14,7,6,1,1.36,4.75,8.5,1.39,4.9,8.25,1.41,4.98,8.73
E0,07/11/2021,14:00,Everton,Tottenham,0,0,D,12,8,2,0,3.1,3.25,2.37,3.06,3.28,2.42,3.15,3.34,2.46
E0,07/11/2021,14:00,Leeds,Leicester,1,1,D,18,9,5,3,2.8,3.5,2.45,2.76,3.56,2.5,2.84,3.61,2.54
E0,07/11/2021,16:30,West Ham,Liverpool,3,2,H,7,16,3,5,4.75,4,1.7,4.59,4.11,1.72,4.74,4.15,1.75
E0,20/11/2021,12:30,Leicester,Chelsea,0,3,A,4,16,3,7,4.75,3.75,1.75,4.74,3.72,1.78,4.92,3.76,1.8
E0,20/11/2021,15:00,Aston Villa,Brighton,2,0,H,9,6,5,2,2.45,3.3,2.9,2.43,3.31,3.04,2.48,3.33,3.14
E0,20/11/2021,15:00,Burnley,Crystal Palace,3,3,D,15,18,9,8,2.7,3.2,2.7,2.77,3.23,2.7,2.79,3.29,2.79
E0,20/11/2021,15:00,Newcastle,Brentford,3,3,D,23,10,9,4,2.62,3.4,2.7,2.64,3.37,2.72,2.67,3.42,2.81
E0,20/11/2021,15:00,Norwich,Southampton,2,1,H,8,17,4,5,3.6,3.5,2.05,3.63,3.46,2.1,3.71,3.54,2.12
E0,20/11/2021,15:00,Watford,Man United,4,1,H,20,9,7,3,6.5,4.75,1.45,6.22,4.65,1.5,6.25,4.69,1.53
E0,20/11/2021,15:00,Wolves,West Ham,1,0,H,15,8,5,3,3,3.25,2.4,3.02,3.27,2.47,3.18,3.28,2.49
E0,20/11/2021,17:30,Liverpool,Arsenal,4,0,H,19,5,9,3,1.45,4.75,6.5,1.48,4.77,6.38,1.47,5,6.84
E0,21/11/2021,14:00,Man City,Everton,3,0,H,17,4,7,1,1.14,8,19,1.18,7.56,15.95,1.19,7.71,17.04
E0,21/11/2021,16:30,Tottenham,Leeds,2,1,H,13,18,4,7,1.7,4.2,4.5,1.73,4.07,4.56,1.77,4.15,4.61
E0,27/11/2021,12:30,Arsenal,Newcastle,2,0,H,24,9,6,5,1.44,4.75,7,1.47,4.77,6.61,1.48,4.95,6.77
E0,27/11/2021,15:00,Crystal Palace,Aston Villa,1,2,A,8,10,3,3,2.2,3.4,3.3,2.24,3.37,3.36,2.3,3.4,3.42
E0,27/11/2021,15:00,Liverpool,Southampton,4,0,H,20,7,6,3,1.28,6,9,1.29,5.99,9.78,1.3,6.08,10.1
E0,27/11/2021,15:00,Norwich,Wolves,0,0,D,14,5,4,2,3.5,3.3,2.15,3.54,3.35,2.17,3.61,3.44,2.2
E0,27/11/2021,17:30,Brighton,Leeds,0,0,D,20,11,4,4,2.05,3.4,3.75,2.11,3.41,3.67,2.14,3.44,3.78
E0,28/11/2021,14:00,Brentford,Everton,1,0,H,6,14,4,5,2.25,3.2,3.4,2.25,3.27,3.4,2.29,3.33,3.51
E0,28/11/2021,14:00,Leicester,Watford,4,2,H,18,16,8,5,1.61,4,5.5,1.63,4.15,5.26,1.65,4.16,5.57
E0,28/11/2021,14:00,Man City,West Ham,2,1,H,19,5,9,3,1.28,5.75,10,1.3,5.82,10.01,1.3,5.98,10.56
E0,28/11/2021,16:30,Chelsea,Man United,1,1,D,24,3,6,2,1.57,4,6,1.61,4.12,5.67,1.63,4.21,5.75
E0,30/11/2021,19:30,Newcastle,Norwich,1,1,D,9,16,1,6,1.95,3.5,3.9,1.99,3.63,3.82,2.02,3.68,3.91
E0,30/11/2021,20:15,Leeds,Crystal Palace,1,0,H,15,9,3,1,2.4,3.3,3,2.42,3.33,3.06,2.43,3.41,3.15
E0,01/12/2021,19:30,Southampton,Leicester,2,2,D,15,15,7,6,2.37,3.5,2.87,2.43,3.47,2.91,2.47,3.56,2.98
E0,01/12/2021,19:30,Watford,Chelsea,1,2,A,13,8,6,4,10,5.25,1.3,10.3,5.43,1.31,10.31,5.61,1.33
E0,01/12/2021,19:30,West Ham,Brighton,1,1,D,14,9,6,3,1.95,3.6,3.8,2.01,3.53,3.79,2.05,3.6,3.87
E0,01/12/2021,19:30,Wolves,Burnley,0,0,D,16,6,2,1,1.85,3.5,4.33,1.95,3.41,4.23,1.98,3.43,4.39
E0,01/12/2021,20:15,Aston Villa,Man City,1,2,A,9,17,3,7,9,5.25,1.33,8.6,5.2,1.36,8.57,5.25,1.39
E0,01/12/2021,20:15,Everton,Liverpool,1,4,A,8,16,2,7,7.5,5.25,1.36,7.52,5.05,1.41,7.67,5.17,1.43
E0,02/12/2021,19:30,Tottenham,Brentford,2,0,H,11,6,6,2,1.6,4.2,5.25,1.64,4.07,5.25,1.67,4.22,5.34
E0,02/12/2021,20:15,Man United,Arsenal,3,2,H,14,17,10,8,1.95,3.75,3.75,2.02,3.66,3.66,2.07,3.68,3.75
E0,04/12/2021,12:30,West Ham,Chelsea,3,2,H,11,19,5,7,4.75,3.6,1.75,4.7,3.6,1.82,4.85,3.58,1.85
E0,04/12/2021,15:00,Newcastle,Burnley,1,0,H,19,10,4,1,2.3,3.3,3.2,2.33,3.35,3.19,2.4,3.38,3.22
E0,04/12/2021,15:00,Southampton,Brighton,1,1,D,14,14,4,4,2.45,3.2,3,2.45,3.21,3.1,2.48,3.25,3.22
E0,04/12/2021,15:00,Wolves,Liverpool,0,1,A,3,17,1,5,8,4.75,1.4,7.73,4.75,1.43,8.08,4.72,1.45
E0,04/12/2021,17:30,Watford,Man City,1,3,A,11,26,4,13,12,7,1.2,14.65,7.19,1.2,14.88,7.43,1.21
E0,05/12/2021,14:00,Leeds,Brentford,2,2,D,13,9,6,3,1.95,3.6,3.8,1.94,3.62,3.99,1.98,3.63,4.13
E0,05/12/2021,14:00,Man United,Crystal Palace,1,0,H,16,8,3,2,1.5,4.33,6.5,1.57,4.19,6.09,1.59,4.13,6.46
E0,05/12/2021,14:00,Tottenham,Norwich,3,0,H,17,10,7,1,1.36,5,8.5,1.41,4.75,8.11,1.43,4.9,8.28
E0,05/12/2021,16:30,Aston Villa,Leicester,2,1,H,13,12,4,5,2.37,3.4,3,2.36,3.45,3.03,2.38,3.49,3.17
E0,06/12/2021,20:00,Everton,Arsenal,2,1,H,11,10,5,3,3.4,3.5,2.1,3.38,3.52,2.16,3.45,3.65,2.18
E0,10/12/2021,20:00,Brentford,Watford,2,1,H,14,6,5,2,2.25,3.3,3.3,2.29,3.32,3.34,2.32,3.33,3.44
E0,11/12/2021,12:30,Man City,Wolves,1,0,H,24,2,10,1,1.14,8,19,1.16,8.11,20.35,1.17,8.21,20.21
E0,11/12/2021,15:00,Arsenal,Southampton,3,0,H,15,11,5,6,1.61,4,5.5,1.67,3.99,5.32,1.68,4.01,5.61
E0,11/12/2021,15:00,Chelsea,Leeds,3,2,H,16,12,6,5,1.25,5.75,12,1.28,5.95,11.46,1.28,6.1,11.9
E0,11/12/2021,15:00,Liverpool,Aston Villa,1,0,H,20,4,5,0,1.2,7,13,1.23,6.85,11.92,1.23,7.15,12.65
E0,11/12/2021,17:30,Norwich,Man United,0,1,A,11,13,5,5,7,4.5,1.45,7.25,4.73,1.45,7.52,4.9,1.45
E0,12/12/2021,14:00,Burnley,West Ham,0,0,D,9,16,1,3,3.6,3.6,2,3.61,3.64,2.05,3.74,3.75,2.05
E0,12/12/2021,14:00,Leicester,Newcastle,4,0,H,8,12,5,3,1.66,4.1,4.75,1.75,4.01,4.56,1.78,4.01,4.71
E0,12/12/2021,16:30,Crystal Palace,Everton,3,1,H,17,12,6,6,2.3,3.2,3.3,2.29,3.21,3.42,2.3,3.22,3.63
E0,14/12/2021,19:45,Norwich,Aston Villa,0,2,A,7,17,3,6,3.3,3.3,2.25,3.37,3.26,2.29,3.45,3.3,2.33
E0,14/12/2021,20:00,Man City,Leeds,7,0,H,31,6,15,3,1.14,8.5,15,1.15,8.7,18.17,1.16,9,19.75
E0,15/12/2021,19:30,Brighton,Wolves,0,1,A,12,8,2,5,2.25,3.1,3.5,2.32,3.05,3.51,2.37,3.05,3.66
E0,15/12/2021,19:30,Crystal Palace,Southampton,2,2,D,9,15,6,4,2.15,3.3,3.5,2.14,3.38,3.59,2.17,3.41,3.71
E0,15/12/2021,20:00,Arsenal,West Ham,2,0,H,21,7,8,1,2.1,3.6,3.3,2.2,3.58,3.26,2.27,3.58,3.32
E0,16/12/2021,19:45,Chelsea,Everton,1,1,D,23,5,10,3,1.22,6.5,13,1.24,6.17,13.27,1.24,6.36,14.4
E0,16/12/2021,20:00,Liverpool,Newcastle,3,1,H,23,4,8,2,1.12,9,19,1.12,9.52,21.43,1.13,9.72,24.98
E0,18/12/2021,17:30,Leeds,Arsenal,1,4,A,9,21,2,12,3.9,3.8,1.83,3.89,3.78,1.91,3.89,3.84,1.93
E0,19/12/2021,14:00,Newcastle,Man City,0,4,A,5,18,1,7,13,7.5,1.18,16.25,7.72,1.18,16.21,7.42,1.18
E0,19/12/2021,14:00,Wolves,Chelsea,0,0,D,4,8,1,1,7,4.2,1.5,6.42,3.93,1.58,6.52,3.92,1.59
E0,19/12/2021,16:30,Tottenham,Liverpool,2,2,D,10,18,5,6,5.25,4.75,1.53,5.18,4.5,1.59,5.19,4.78,1.57
E0,26/12/2021,15:00,Man City,Leicester,6,3,H,17,14,9,8,1.18,7.5,13,1.18,7.85,14.75,1.19,7.91,13.72
E0,26/12/2021,15:00,Norwich,Arsenal,0,5,A,4,16,2,6,8,4.75,1.4,7.73,4.77,1.42,8.02,4.81,1.42
E0,26/12/2021,15:00,Tottenham,Crystal Palace,3,0,H,17,4,6,0,1.72,3.8,4.75,1.72,3.87,4.97,1.7,3.91,5.21
E0,26/12/2021,15:00,West Ham,Southampton,2,3,A,11,11,5,6,1.8,3.9,4.2,1.85,3.8,4.18,1.86,3.78,4.28
E0,26/12/2021,17:30,Aston Villa,Chelsea,1,3,A,8,10,1,4,5.25,3.8,1.65,5.35,3.77,1.7,5.57,3.77,1.69
E0,26/12/2021,20:00,Brighton,Brentford,2,0,H,15,16,5,6,1.9,3.4,4.2,1.95,3.45,4.15,1.95,3.49,4.25
E0,27/12/2021,20:00,Newcastle,Man United,1,1,D,13,13,8,4,6.5,4.75,1.44,6.66,4.58,1.48,6.92,4.46,1.49
E0,28/12/2021,15:00,Crystal Palace,Norwich,3,0,H,19,12,6,3,1.65,3.75,5.5,1.68,3.74,5.68,1.69,3.77,5.91
E0,28/12/2021,15:00,Southampton,Tottenham,1,1,D,9,21,2,11,3.75,3.5,2,3.74,3.51,2.05,3.87,3.52,2.08
E0,28/12/2021,15:00,Watford,West Ham,1,4,A,14,13,5,6,3.4,3.6,2.1,3.28,3.58,2.2,3.35,3.6,2.24
E0,28/12/2021,20:00,Leicester,Liverpool,1,0,H,6,21,1,4,8,5.5,1.33,7.72,5.72,1.36,7.76,5.82,1.38
E0,29/12/2021,19:30,Chelsea,Brighton,1,1,D,11,18,5,6,1.4,4.5,7.5,1.43,4.5,8.18,1.42,4.56,8.59
E0,29/12/2021,20:15,Brentford,Man City,0,1,A,6,12,2,3,19,8,1.14,17.6,7.93,1.17,16.97,7.96,1.17
E0,30/12/2021,20:15,Man United,Burnley,3,1,H,18,10,6,3,1.36,5,9,1.38,4.99,8.54,1.38,4.97,8.67
E0,01/01/2022,12:30,Arsenal,Man City,1,2,A,7,15,2,2,5.75,4.75,1.5,5.91,4.62,1.53,6.01,4.57,1.53
E0,01/01/2022,15:00,Watford,Tottenham,0,1,A,6,21,4,9,5,4.2,1.61,5.32,4.17,1.62,5.42,4.25,1.62
E0,01/01/2022,17:30,Crystal Palace,West Ham,2,3,A,22,10,6,5,3.1,3.4,2.3,3.09,3.46,2.33,3.09,3.41,2.4
E0,02/01/2022,14:00,Brentford,Aston Villa,2,1,H,10,16,4,5,3,3.3,2.4,3,3.31,2.45,3.09,3.3,2.46
E0,02/01/2022,14:00,Everton,Brighton,2,3,A,17,12,6,5,2.75,3.2,2.62,2.78,3.16,2.72,2.87,3.08,2.78
