Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,AvgH,AvgD,AvgA,PSH,PSD,PSA
E0,31/08/2022,19:30,Man City,Nott'm Forest,6,0,H,17,8,9,1,1.06,13,29,1.08,12.84,30.99,1.08,13.43,31.06
E0,31/08/2022,19:45,West Ham,Tottenham,1,1,D,14,13,4,4,3.6,3.8,1.95,3.63,3.74,2.01,3.67,3.84,2.04
E0,31/08/2022,20:00,Liverpool,Newcastle,2,1,H,23,5,6,2,1.33,5.25,9,1.31,5.81,9.58,1.33,5.89,9.75
E0,01/09/2022,20:00,Leicester,Man United,0,1,A,10,9,2,2,3.4,3.75,2.05,3.41,3.81,2.07,3.45,3.86,2.11
E0,03/09/2022,12:30,Everton,Liverpool,0,0,D,14,23,3,8,7,4.75,1.4,7.77,5.06,1.4,8.08,5.21,1.41
E0,03/09/2022,15:00,Brentford,Leeds,5,2,H,14,17,8,6,2.1,3.5,3.4,2.17,3.59,3.33,2.21,3.59,3.44
E0,03/09/2022,15:00,Chelsea,West Ham,2,1,H,8,6,3,3,1.55,4.5,5.5,1.55,4.38,6.03,1.58,4.37,6.17
E0,03/09/2022,15:00,Newcastle,Crystal Palace,0,0,D,23,19,6,9,2,3.5,3.75,2.05,3.48,3.8,2.1,3.44,3.89
E0,03/09/2022,15:00,Nott'm Forest,Bournemouth,2,3,A,11,8,3,3,1.95,3.5,3.8,2.02,3.47,3.89,2.05,3.51,4
E0,03/09/2022,15:00,Tottenham,Fulham,2,1,H,23,9,10,3,1.5,4.5,6.5,1.49,4.62,6.54,1.52,4.63,6.51
E0,03/09/2022,15:00,Wolves,Southampton,1,0,H,7,12,2,1,2.2,3.4,3.25,2.24,3.4,3.33,2.3,3.41,3.41
E0,03/09/2022,17:30,Aston Villa,Man City,1,1,D,3,13,1,4,8,5.5,1.33,8.75,5.63,1.34,9.25,5.98,1.33
E0,04/09/2022,14:00,Brighton,Leicester,5,2,H,23,6,11,4,1.83,3.5,4.5,1.87,3.6,4.43,1.85,3.63,4.85
E0,04/09/2022,16:30,Man United,Arsenal,3,1,H,10,16,6,3,2.5,3.5,2.7,2.61,3.55,2.67,2.7,3.58,2.68
E0,16/09/2022,20:00,Aston Villa,Southampton,1,0,H,11,7,3,1,2.1,3.5,3.5,2.1,3.55,3.53,2.14,3.62,3.6
E0,16/09/2022,20:00,Nott'm Forest,Fulham,2,3,A,11,15,3,7,2.75,3.3,2.62,2.81,3.4,2.57,2.82,3.43,2.67
E0,17/09/2022,12:30,Wolves,Man City,0,3,A,6,16,1,7,9.5,5,1.33,9.25,5.47,1.34,9.3,5.52,1.36
E0,17/09/2022,15:00,Newcastle,Bournemouth,1,1,D,20,10,7,3,1.44,4.4,7.5,1.47,4.47,7.39,1.49,4.56,7.5
E0,17/09/2022,17:30,Tottenham,Leicester,6,2,H,16,19,11,7,1.45,4.5,7,1.49,4.59,6.7,1.52,4.46,7.04
E0,18/09/2022,12:00,Brentford,Arsenal,0,3,A,5,13,2,7,4.2,3.8,1.8,4.3,3.91,1.81,4.46,3.98,1.83
E0,18/09/2022,14:15,Everton,West Ham,1,0,H,7,14,2,4,2.9,3.25,2.5,2.95,3.31,2.5,2.96,3.39,2.57
E0,01/10/2022,12:30,Arsenal,Tottenham,3,1,H,22,7,9,3,2.05,3.75,3.3,2.08,3.7,3.48,2.13,3.65,3.57
E0,01/10/2022,15:00,Bournemouth,Brentford,0,0,D,7,13,1,4,3.3,3.4,2.2,3.36,3.44,2.21,3.45,3.49,2.25
E0,01/10/2022,15:00,Crystal Palace,Chelsea,1,2,A,7,13,3,3,4.2,3.6,1.85,4.29,3.57,1.9,4.42,3.56,1.93
E0,01/10/2022,15:00,Fulham,Newcastle,1,4,A,3,19,1,10,3,3.4,2.37,3.04,3.46,2.37,3.11,3.57,2.38
E0,01/10/2022,15:00,Liverpool,Brighton,3,3,D,15,6,7,6,1.33,5.25,8.5,1.37,5.33,8.25,1.38,5.49,8.42
E0,01/10/2022,15:00,Southampton,Everton,1,2,A,22,12,6,5,2.15,3.4,3.4,2.19,3.41,3.44,2.23,3.48,3.49
E0,01/10/2022,17:30,West Ham,Wolves,2,0,H,18,15,5,4,1.95,3.5,4.2,1.96,3.48,4.12,2.01,3.42,4.31
E0,02/10/2022,14:00,Man City,Man United,6,3,H,22,12,10,8,1.33,5.75,7.5,1.35,5.7,8,1.37,5.91,7.74
E0,02/10/2022,16:30,Leeds,Aston Villa,0,0,D,9,19,1,7,2.35,3.4,3,2.36,3.46,3.03,2.43,3.44,3.12
E0,03/10/2022,20:00,Leicester,Nott'm Forest,4,0,H,17,10,7,3,1.75,4,4.33,1.76,4.05,4.41,1.78,4.2,4.48
E0,08/10/2022,15:00,Bournemouth,Leicester,2,1,H,10,9,4,5,3.6,3.4,2.05,3.53,3.63,2.09,3.64,3.7,2.09
E0,08/10/2022,15:00,Chelsea,Wolves,3,0,H,20,8,7,2,1.4,4.5,8,1.4,4.82,8.5,1.41,4.92,8.68
E0,08/10/2022,15:00,Man City,Southampton,4,0,H,21,5,8,0,1.11,10,17,1.12,10.3,21.15,1.13,10.77,20.4
E0,08/10/2022,15:00,Newcastle,Brentford,5,1,H,16,6,6,3,1.83,3.8,4.2,1.8,3.92,4.38,1.81,3.99,4.55
E0,08/10/2022,17:30,Brighton,Tottenham,0,1,A,14,8,4,3,2.8,3.4,2.5,2.76,3.47,2.58,2.82,3.45,2.65
E0,09/10/2022,14:00,Crystal Palace,Leeds,2,1,H,13,10,5,4,2.05,3.5,3.6,2.07,3.62,3.57,2.06,3.68,3.76
E0,09/10/2022,14:00,West Ham,Fulham,3,1,H,17,8,8,2,1.72,3.8,4.75,1.78,3.9,4.56,1.79,3.9,4.82
E0,09/10/2022,16:30,Arsenal,Liverpool,3,2,H,11,8,7,3,2.5,3.6,2.62,2.58,3.72,2.62,2.67,3.69,2.66
E0,09/10/2022,19:00,Everton,Man United,1,2,A,11,12,2,4,3.6,3.5,2.05,3.56,3.58,2.09,3.62,3.67,2.11
E0,10/10/2022,20:00,Nott'm Forest,Aston Villa,1,1,D,6,12,3,2,3.3,3.4,2.2,3.35,3.49,2.19,3.4,3.6,2.22
E0,14/10/2022,20:00,Brentford,Brighton,2,0,H,7,21,3,7,3.1,3.4,2.3,3.21,3.44,2.3,3.32,3.52,2.29
E0,15/10/2022,12:30,Leicester,Crystal Palace,0,0,D,14,8,5,1,2.3,3.4,3.1,2.31,3.49,3.12,2.38,3.55,3.12
E0,15/10/2022,15:00,Fulham,Bournemouth,2,2,D,19,10,4,6,1.85,3.75,4,1.89,3.72,4.13,1.92,3.77,4.23
E0,15/10/2022,15:00,Wolves,Nott'm Forest,1,0,H,9,10,2,2,1.7,3.75,5,1.72,3.81,5.13,1.74,3.78,5.41
E0,15/10/2022,17:30,Tottenham,Everton,2,0,H,21,4,7,0,1.5,4.5,6.5,1.49,4.56,6.81,1.48,4.67,7.26
E0,16/10/2022,14:00,Aston Villa,Chelsea,0,2,A,18,8,7,4,4.33,3.75,1.8,4.54,3.69,1.82,4.78,3.65,1.85
E0,16/10/2022,14:00,Leeds,Arsenal,0,1,A,16,9,4,4,6,4.2,1.55,5.83,4.41,1.56,6.23,4.49,1.56
E0,16/10/2022,14:00,Man United,Newcastle,0,0,D,15,9,2,2,1.95,3.8,3.5,2,3.78,3.65,2.04,3.71,3.8
E0,16/10/2022,14:00,Southampton,West Ham,1,1,D,10,25,8,4,2.9,3.4,2.4,2.96,3.42,2.44,3.08,3.42,2.47
E0,16/10/2022,16:30,Liverpool,Man City,1,0,H,13,16,2,6,3.6,4,1.9,3.74,4.06,1.91,4,4.11,1.88
E0,18/10/2022,19:30,Brighton,Nott'm Forest,0,0,D,19,3,7,0,1.4,4.75,7,1.4,4.91,8.19,1.39,5.17,8.97
E0,18/10/2022,20:15,Crystal Palace,Wolves,2,1,H,14,10,4,4,2.25,3.1,3.4,2.29,3.19,3.46,2.32,3.21,3.58
E0,19/10/2022,19:30,Bournemouth,Southampton,0,1,A,15,9,3,3,2.62,3.3,2.62,2.72,3.33,2.69,2.76,3.4,2.74
E0,19/10/2022,19:30,Brentford,Chelsea,0,0,D,8,14,5,5,4.75,3.8,1.72,4.79,3.92,1.74,4.85,3.93,1.78
E0,19/10/2022,19:30,Liverpool,West Ham,1,0,H,22,8,7,3,1.4,5,7,1.44,5.01,6.96,1.45,5.1,7.08
E0,19/10/2022,19:30,Newcastle,Everton,1,0,H,16,1,4,0,1.6,3.8,5.75,1.64,4.05,5.46,1.65,4.06,5.81
E0,19/10/2022,20:15,Man United,Tottenham,2,0,H,28,9,10,2,2.45,3.5,2.75,2.45,3.57,2.86,2.49,3.59,2.93
E0,20/10/2022,19:30,Fulham,Aston Villa,3,0,H,18,12,8,6,2.9,3.3,2.5,2.88,3.42,2.51,2.94,3.47,2.54
E0,20/10/2022,20:15,Leicester,Leeds,2,0,H,5,14,1,2,2.25,3.6,3,2.32,3.58,3.03,2.36,3.65,3.08
E0,22/10/2022,12:30,Nott'm Forest,Liverpool,1,0,H,10,15,7,7,11,6,1.25,11.31,6.19,1.26,11.14,5.8,1.3
E0,22/10/2022,15:00,Everton,Crystal Palace,3,0,H,9,9,6,2,2.6,3.2,2.87,2.58,3.18,2.96,2.69,3.19,2.97
E0,22/10/2022,15:00,Man City,Brighton,3,1,H,10,8,4,2,1.2,7,13,1.21,6.94,14.36,1.21,7.21,15.39
E0,22/10/2022,17:30,Chelsea,Man United,1,1,D,6,13,2,6,2.05,3.5,3.5,2.14,3.51,3.5,2.15,3.54,3.64
E0,23/10/2022,14:00,Aston Villa,Brentford,4,0,H,19,12,11,3,2.1,3.5,3.5,2.14,3.5,3.49,2.23,3.46,3.51
E0,23/10/2022,14:00,Leeds,Fulham,2,3,A,14,11,5,5,2.05,3.5,3.6,2.06,3.62,3.59,2.06,3.69,3.75
E0,23/10/2022,14:00,Southampton,Arsenal,1,1,D,10,12,3,3,6,4,1.57,5.78,4.27,1.58,6.2,4.31,1.58
E0,23/10/2022,14:00,Wolves,Leicester,0,4,A,21,5,5,4,2.25,3.25,3.25,2.3,3.38,3.24,2.3,3.35,3.46
E0,23/10/2022,16:30,Tottenham,Newcastle,1,2,A,17,13,5,5,2.05,3.5,3.5,2.09,3.58,3.53,2.12,3.62,3.63
E0,24/10/2022,20:00,West Ham,Bournemouth,2,0,H,20,5,4,3,1.55,4,6,1.55,4.16,6.2,1.59,4.12,6.53
E0,29/10/2022,12:30,Leicester,Man City,0,1,A,10,15,5,5,10,6.5,1.25,9.66,6.09,1.29,9.62,5.93,1.32
E0,29/10/2022,15:00,Bournemouth,Tottenham,2,3,A,6,23,4,7,5,3.8,1.7,5.1,3.91,1.69,5.41,3.85,1.72
E0,29/10/2022,15:00,Brentford,Wolves,1,1,D,12,14,3,4,2.2,3.4,3.3,2.2,3.46,3.33,2.24,3.5,3.44
E0,29/10/2022,15:00,Brighton,Chelsea,4,1,H,19,15,9,7,3,3.3,2.4,3.03,3.34,2.41,3.17,3.43,2.41
E0,29/10/2022,15:00,Crystal Palace,Southampton,1,0,H,12,14,3,4,1.9,3.6,4,1.95,3.57,4.03,1.96,3.62,4.22
E0,29/10/2022,15:00,Newcastle,Aston Villa,4,0,H,20,3,7,0,1.8,3.75,4.5,1.83,3.73,4.41,1.83,3.82,4.6
E0,29/10/2022,17:30,Fulham,Everton,0,0,D,24,9,6,4,2.37,3.4,3,2.36,3.43,3.07,2.39,3.46,3.18
E0,29/10/2022,19:45,Liverpool,Leeds,1,2,A,22,14,10,6,1.3,6,9,1.3,6.07,9.16,1.32,5.98,9.43
E0,30/10/2022,14:00,Arsenal,Nott'm Forest,5,0,H,24,5,10,2,1.2,7,12,1.2,6.96,14.82,1.2,7.4,16.85
E0,30/10/2022,16:15,Man United,West Ham,1,0,H,16,13,3,5,1.66,4,4.8,1.7,4.02,4.85,1.71,4.05,5.14
E0,05/11/2022,15:00,Leeds,Bournemouth,4,3,H,18,9,4,6,1.72,3.8,4.75,1.74,3.93,4.73,1.74,3.99,5.08
E0,05/11/2022,15:00,Man City,Fulham,2,1,H,16,4,5,2,1.11,9.5,19,1.13,9.74,19.8,1.13,10.33,22.62
E0,05/11/2022,15:00,Nott'm Forest,Brentford,2,2,D,15,6,7,2,2.75,3.3,2.6,2.78,3.39,2.59,2.83,3.43,2.66
E0,05/11/2022,15:00,Wolves,Brighton,2,3,A,8,19,5,8,3.3,3.3,2.25,3.39,3.33,2.24,3.49,3.33,2.3
E0,05/11/2022,17:30,Everton,Leicester,0,2,A,12,22,2,8,2.4,3.3,3,2.43,3.33,3.03,2.48,3.36,3.12
E0,06/11/2022,12:00,Chelsea,Arsenal,0,1,A,5,14,1,2,2.55,3.4,2.7,2.64,3.42,2.7,2.72,3.5,2.71
E0,06/11/2022,14:00,Aston Villa,Man United,3,1,H,6,8,4,3,3.3,3.8,2.1,3.39,3.54,2.15,3.38,3.63,2.22
E0,06/11/2022,14:00,Southampton,Newcastle,1,4,A,16,7,5,4,4,3.6,1.9,4.02,3.66,1.92,4.22,3.71,1.93
E0,06/11/2022,14:00,West Ham,Crystal Palace,1,2,A,5,15,2,6,1.9,3.4,4.2,1.94,3.49,4.18,1.95,3.56,4.34
E0,06/11/2022,16:30,Tottenham,Liverpool,1,2,A,14,13,5,6,3.3,3.6,2.1,3.28,3.67,2.16,3.33,3.76,2.19
E0,12/11/2022,12:30,Man City,Brentford,1,2,A,29,10,6,8,1.14,8,17,1.14,8.92,19.14,1.15,9.28,20.24
E0,12/11/2022,15:00,Bournemouth,Everton,3,0,H,16,15,9,3,2.8,3.25,2.6,2.86,3.25,2.6,2.94,3.32,2.63
E0,12/11/2022,15:00,Liverpool,Southampton,3,1,H,15,9,7,5,1.25,6.5,11,1.25,6.52,11.38,1.26,6.49,11.55
E0,12/11/2022,15:00,Nott'm Forest,Crystal Palace,1,0,H,9,8,2,0,3.1,3.1,2.45,3.12,3.24,2.43,3.25,3.31,2.43
E0,12/11/2022,15:00,Tottenham,Leeds,4,3,H,14,12,8,5,1.65,4.2,4.75,1.64,4.26,5.04,1.67,4.35,5.15
E0,12/11/2022,15:00,West Ham,Leicester,0,2,A,18,9,6,6,2.05,3.4,3.75,2.09,3.51,3.6,2.14,3.56,3.64
E0,12/11/2022,17:30,Newcastle,Chelsea,1,0,H,10,5,3,2,2.35,3.4,3,2.33,3.44,3.11,2.36,3.53,3.18
E0,12/11/2022,19:45,Wolves,Arsenal,0,2,A,11,14,2,4,6,4.2,1.55,6.15,4.26,1.55,6.5,4.3,1.56
E0,13/11/2022,14:00,Brighton,Aston Villa,1,2,A,7,8,2,2,1.83,3.75,4.2,1.86,3.71,4.21,1.88,3.84,4.33
E0,13/11/2022,16:30,Fulham,Man United,1,2,A,14,14,7,9,3.8,3.8,1.9,3.91,3.88,1.89,4,4.02,1.91
E0,26/12/2022,12:30,Brentford,Tottenham,2,2,D,9,16,5,8,4,3.6,1.91,3.85,3.74,1.95,4,3.89,1.93
E0,26/12/2022,15:00,Crystal Palace,Fulham,0,3,A,4,23,0,11,2.05,3.6,3.5,2.07,3.55,3.58,2.09,3.66,3.68
E0,26/12/2022,15:00,Everton,Wolves,1,2,A,12,7,6,4,2.3,3.25,3.2,2.35,3.25,3.24,2.41,3.26,3.34
E0,26/12/2022,15:00,Leicester,Newcastle,0,3,A,8,12,2,5,3.25,3.5,2.2,3.24,3.54,2.21,3.36,3.64,2.22
E0,26/12/2022,15:00,Southampton,Brighton,1,3,A,14,7,4,4,3.3,3.5,2.15,3.4,3.51,2.15,3.5,3.6,2.18
E0,26/12/2022,17:30,Aston Villa,Liverpool,1,3,A,12,16,6,9,4.75,4,1.7,4.51,4.04,1.75,4.51,4.09,1.79
E0,26/12/2022,20:00,Arsenal,West Ham,3,1,H,16,8,5,4,1.5,4.33,6.5,1.51,4.39,6.52,1.52,4.48,6.85
E0,27/12/2022,17:30,Chelsea,Bournemouth,2,0,H,15,9,5,4,1.3,5.5,10,1.32,5.46,9.72,1.32,5.72,10.69
E0,27/12/2022,20:00,Man United,Nott'm Forest,3,0,H,17,8,8,3,1.29,5.5,11,1.31,5.51,10.4,1.31,5.7,11.66
E0,28/12/2022,20:00,Leeds,Man City,1,3,A,9,26,1,9,9.5,6,1.29,9.46,5.99,1.3,9.78,6.09,1.31
E0,30/12/2022,19:45,West Ham,Brentford,0,2,A,20,9,5,6,2,3.6,3.6,2.06,3.59,3.64,2.08,3.66,3.73
E0,30/12/2022,20:00,Liverpool,Leicester,2,1,H,21,7,5,2,1.29,6,9.5,1.3,6.03,9.64,1.31,6.08,9.55
E0,31/12/2022,12:30,Wolves,Man United,0,1,A,10,16,3,6,4,3.6,1.91,4.09,3.64,1.92,4.16,3.71,1.94
E0,31/12/2022,15:00,Bournemouth,Crystal Palace,0,2,A,6,15,2,6,2.8,3.3,2.5,2.91,3.27,2.55,2.97,3.32,2.6
E0,31/12/2022,15:00,Fulham,Southampton,2,1,H,8,9,2,3,1.95,3.6,3.75,2.02,3.57,3.77,2.04,3.59,3.95
E0,31/12/2022,15:00,Man City,Everton,1,1,D,16,2,3,1,1.13,9,19,1.14,8.61,21.51,1.16,7.97,23.85
E0,31/12/2022,15:00,Newcastle,Leeds,0,0,D,16,8,5,1,1.45,4.5,7,1.47,4.73,6.73,1.49,4.8,6.8
E0,31/12/2022,17:30,Brighton,Arsenal,2,4,A,9,14,5,7,3.4,3.5,2.1,3.46,3.56,2.12,3.6,3.62,2.13
E0,01/01/2023,14:00,Tottenham,Aston Villa,0,2,A,6,13,2,4,1.67,4,5,1.68,4.06,4.94,1.7,4.21,5.01
E0,01/01/2023,16:30,Nott'm Forest,Chelsea,1,1,D,12,7,5,2,5,3.8,1.7,5.21,3.88,1.69,5.43,3.98,1.7
E0,02/01/2023,17:30,Brentford,Liverpool,3,1,H,10,16,7,6,5.5,4.33,1.55,5.65,4.52,1.56,5.76,4.56,1.58
E0,03/01/2023,19:45,Arsenal,Newcastle,0,0,D,17,8,4,1,1.8,3.8,4.33,1.82,3.83,4.39,1.83,3.95,4.45
E0,03/01/2023,19:45,Everton,Brighton,1,4,A,10,19,4,8,3.5,3.5,2.1,3.56,3.46,2.13,3.67,3.51,2.15
E0,03/01/2023,19:45,Leicester,Fulham,0,1,A,15,11,6,2,2.2,3.6,3.1,2.23,3.63,3.16,2.26,3.73,3.2
E0,03/01/2023,20:00,Man United,Bournemouth,3,0,H,18,7,6,4,1.29,5.5,11,1.29,5.94,10.56,1.29,6.02,10.83
E0,04/01/2023,19:30,Southampton,Nott'm Forest,0,1,A,8,11,0,1,2,3.5,3.8,2.03,3.46,3.82,2.1,3.52,3.82
E0,04/01/2023,19:45,Leeds,West Ham,2,2,D,14,15,6,2,2.6,3.5,2.6,2.62,3.52,2.65,2.65,3.59,2.73
E0,04/01/2023,20:00,Aston Villa,Wolves,1,1,D,13,10,4,3,1.95,3.6,4,1.99,3.57,3.86,1.99,3.76,3.93
E0,04/01/2023,20:00,Crystal Palace,Tottenham,0,4,A,19,14,4,6,3.4,3.5,2.15,3.34,3.48,2.19,3.39,3.58,2.23
E0,05/01/2023,20:00,Chelsea,Man City,0,1,A,8,12,2,3,5,4,1.67,5.17,4.03,1.66,5.6,4.19,1.65
E0,12/01/2023,20:00,Fulham,Chelsea,2,1,H,8,20,3,10,3.3,3.5,2.15,3.36,3.54,2.18,3.43,3.6,2.21
E0,13/01/2023,20:00,Aston Villa,Leeds,2,1,H,11,16,5,4,1.91,3.6,4,1.94,3.63,4.02,1.96,3.7,4.11
E0,14/01/2023,12:30,Man United,Man City,2,1,H,8,5,4,1,4.2,3.6,1.85,4.21,3.9,1.84,4.26,3.98,1.86
E0,14/01/2023,15:00,Brighton,Liverpool,3,0,H,16,6,9,2,3.4,3.6,2.1,3.31,3.76,2.12,3.39,3.74,2.17
E0,14/01/2023,15:00,Everton,Southampton,1,2,A,12,13,4,5,2.25,3.25,3.3,2.25,3.39,3.32,2.28,3.48,3.36
E0,14/01/2023,15:00,Nott'm Forest,Leicester,2,0,H,15,6,5,1,2.7,3.3,2.63,2.72,3.4,2.65,2.74,3.46,2.72
E0,14/01/2023,15:00,Wolves,West Ham,1,0,H,17,16,4,4,2.63,3.3,2.7,2.7,3.27,2.75,2.75,3.29,2.82
E0,14/01/2023,17:30,Brentford,Bournemouth,2,0,H,12,7,4,2,1.65,4,5.25,1.66,4.09,5.2,1.69,4.14,5.23
E0,15/01/2023,14:00,Chelsea,Crystal Palace,1,0,H,15,10,5,5,1.62,4,5.25,1.66,3.93,5.47,1.68,3.96,5.64
E0,15/01/2023,14:00,Newcastle,Fulham,1,0,H,20,5,5,0,1.5,4.33,6.5,1.52,4.42,6.32,1.53,4.55,6.52
